,Instance,Model,X,Y,R_sq_log,Score
120,PPEE7,PCA,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.08841961  0.26283872]
 [ 0.06728244  0.27910875]
 [ 0.04388639  0.2931901 ]
 ...
 [ 0.1228589  -0.02480857]
 [ 0.13208123  0.00097116]
 [ 0.13316739  0.02670406]]","[[6.37466261]
 [1.020401  ]
 [6.37360701]
 ...
 [5.66675514]
 [4.82525811]
 [5.87048673]]",1.8347607675580098
121,PPEE7,Isomap,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.20625711 -0.11948669]
 [ 0.19340081 -0.14142311]
 [ 0.17619252 -0.16376281]
 ...
 [ 0.03440252  0.25554055]
 [ 0.0630601   0.23246766]
 [ 0.09313823  0.2069481 ]]","[[6.71549799]
 [8.37920093]
 [6.99501902]
 ...
 [6.15074247]
 [4.83913561]
 [5.13148178]]",2.024196828990472
122,PPEE7,TruncatedSVD,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.09264113 -0.03182522]
 [ 0.10377806 -0.05044798]
 [ 0.11666945 -0.07064138]
 ...
 [ 0.21739913  0.07904358]
 [ 0.20781615  0.08365669]
 [ 0.20342655  0.08177549]]","[[5.09409202]
 [2.55340633]
 [5.24235858]
 ...
 [8.01094991]
 [6.69081523]
 [9.3918226 ]]",1.6932219263989992
123,PPEE7,TSNE,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 37.7770155    3.84705619]
 [ 37.04423017   3.06265271]
 [ 36.3007617    2.13609878]
 ...
 [-44.68466177  17.45978963]
 [-44.38922212  18.79260601]
 [-44.3769619   19.87505856]]","[[0.110866  ]
 [0.00634895]
 [0.01086096]
 ...
 [0.44892992]
 [0.18078177]
 [0.017679  ]]",0.6691376791665173
124,PPEE7,UMAP,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 8.77635431  3.9624567 ]
 [ 9.33878368  3.72199951]
 [ 9.47988311  3.63824087]
 ...
 [14.67289917 12.5389299 ]
 [14.48061292 12.87196904]
 [13.85799122 13.13067961]]","[[ 7.14451391]
 [ 6.14626849]
 [10.72612356]
 ...
 [ 0.91134767]
 [ 0.54504411]
 [ 0.90830074]]",1.4552185062959346
125,PPEH7,PCA,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.19097336 -0.06385927]
 [ 0.17737958 -0.09241684]
 [ 0.16088302 -0.1194295 ]
 ...
 [ 0.07383126  0.16770312]
 [ 0.09190139  0.14168091]
 [ 0.10240944  0.11205116]]","[[ 9.73316976]
 [10.43859489]
 [10.73392397]
 ...
 [ 6.17347373]
 [ 3.51501646]
 [ 4.33095241]]",2.236997416075473
126,PPEH7,Isomap,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.39844697  0.01451818]
 [ 0.36749088  0.01890933]
 [ 0.33565607  0.02357139]
 ...
 [-0.41435141 -0.27268364]
 [-0.36483973 -0.29730606]
 [-0.31717025 -0.31127337]]","[[7.17165023]
 [5.17846928]
 [7.04372409]
 ...
 [8.58153857]
 [7.19751434]
 [6.04081726]]",2.139764499436791
127,PPEH7,TruncatedSVD,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.0921569   0.0849738 ]
 [ 0.1065631   0.10865304]
 [ 0.12321339  0.13013648]
 ...
 [ 0.23477832 -0.13484629]
 [ 0.22259477 -0.10561112]
 [ 0.21708834 -0.07485429]]","[[ 7.21651635]
 [ 4.87234929]
 [ 6.57195302]
 ...
 [10.57416351]
 [ 8.18353723]
 [ 5.84461909]]",2.1905453257571272
128,PPEH7,TSNE,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 16.10349517 -21.43229399]
 [  5.11569012 -32.02215837]
 [  4.4940676  -31.32229698]
 ...
 [  3.64224801  37.74797495]
 [ 10.44241159  41.88491937]
 [ 12.45247736  42.64635525]]","[[4.79462248]
 [1.54388951]
 [4.99654178]
 ...
 [0.69107953]
 [0.319801  ]
 [0.58769121]]",0.6744325952559809
129,PPEH7,UMAP,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 4.16265545  3.70067281]
 [ 3.3207071   3.29467049]
 [ 2.97511175  3.23469558]
 ...
 [-2.17932378 13.32788868]
 [-1.63326587 13.03940852]
 [-1.14457029 12.69071212]]","[[12.37744682]
 [ 5.19707501]
 [ 4.34369856]
 ...
 [ 1.98328188]
 [ 0.9316992 ]
 [ 0.94202605]]",1.3440351482554345
130,PPHE7,PCA,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[-0.10153403  0.24923206]
 [-0.1253725   0.2376601 ]
 [-0.15140715  0.22478288]
 ...
 [ 0.01218729  0.1540135 ]
 [ 0.02380785  0.1610735 ]
 [ 0.01728348  0.15884718]]","[[ 4.88243244]
 [ 3.73405753]
 [ 4.55291563]
 ...
 [ 4.50628397]
 [10.67770884]
 [22.72906111]]",2.0230372958886895
131,PPHE7,Isomap,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.07530417 -0.27777   ]
 [ 0.11289439 -0.26742524]
 [ 0.14746997 -0.26103977]
 ...
 [-0.07362794 -0.21776511]
 [-0.08903154 -0.22517307]
 [-0.07914911 -0.22003154]]","[[ 2.145967  ]
 [ 6.33537375]
 [ 4.7990253 ]
 ...
 [ 9.45195166]
 [20.95304319]
 [13.40774263]]",2.0695353597092994
132,PPHE7,TruncatedSVD,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.0797462  -0.07046852]
 [ 0.08555121 -0.09553387]
 [ 0.09287208 -0.12300784]
 ...
 [ 0.21273686  0.02638376]
 [ 0.20408631  0.03919213]
 [ 0.20181579  0.03272297]]","[[ 4.94179595]
 [ 3.39703582]
 [ 4.9904077 ]
 ...
 [ 8.11229879]
 [ 7.80559416]
 [12.05680887]]",1.9990062862480071
133,PPHE7,TSNE,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 29.93957386  11.8754003 ]
 [ 29.2178484   12.66262452]
 [ 28.45716182  13.49737021]
 ...
 [ 19.52578533 -18.68544949]
 [ 16.93503617 -18.80570268]
 [ 15.01124692 -17.27899747]]","[[0.44264411]
 [0.10189075]
 [0.00892942]
 ...
 [0.06088291]
 [0.05330428]
 [0.12648716]]",0.8557938112486847
134,PPHE7,UMAP,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 1.64822827  6.74737308]
 [ 1.1195771   6.76776955]
 [ 0.97909187  6.78976899]
 ...
 [10.00193323 11.70657996]
 [11.89423015 10.97096701]
 [10.07719328 10.3989964 ]]","[[ 8.85216186]
 [10.27252344]
 [ 8.47808918]
 ...
 [ 2.76875514]
 [ 2.68916152]
 [ 2.94823794]]",1.4974168763621305
135,PPHH7,PCA,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.03212618  0.18623346]
 [ 0.00902963  0.19979812]
 [-0.0171706   0.2096757 ]
 ...
 [ 0.02824485 -0.03581166]
 [ 0.0452936  -0.01313354]
 [ 0.04281108  0.00999916]]","[[6.76426614]
 [2.88033897]
 [6.8904576 ]
 ...
 [6.30264121]
 [5.9763356 ]
 [7.66726663]]",2.1062318320130076
136,PPHH7,Isomap,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.05217144  0.20251874]
 [ 0.01369726  0.22711259]
 [-0.02426737  0.25367536]
 ...
 [ 0.02067224 -0.10280838]
 [ 0.05799509 -0.0658936 ]
 [ 0.05547549 -0.01997592]]","[[6.98412594]
 [7.15574719]
 [6.89874339]
 ...
 [3.82400711]
 [4.95902776]
 [6.04290779]]",2.168581877012774
137,PPHH7,TruncatedSVD,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.09182181 -0.03465065]
 [ 0.10324853 -0.05533859]
 [ 0.11712788 -0.07822541]
 ...
 [ 0.2260541   0.02607243]
 [ 0.21217801  0.03789527]
 [ 0.20979843  0.03338554]]","[[ 5.46248846]
 [ 3.52773215]
 [ 5.25568155]
 ...
 [ 7.4940182 ]
 [ 7.57214786]
 [11.33648009]]",2.056956578655015
138,PPHH7,TSNE,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ -0.06308144  33.66869316]
 [ -0.49901683  32.45018283]
 [ -1.36961619  31.29643717]
 ...
 [ -0.5638355  -27.47058946]
 [  1.52799297 -25.70457653]
 [ 11.23376341 -14.1226521 ]]","[[0.14335848]
 [0.20757391]
 [0.07020856]
 ...
 [0.05747879]
 [0.01039442]
 [0.09487061]]",0.968262090407458
139,PPHH7,UMAP,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 2.12054769  3.78461386]
 [ 1.58215884  3.97549903]
 [ 1.44466212  4.01252171]
 ...
 [ 8.64834993 11.30301296]
 [ 8.67163467 10.60721019]
 [ 7.83591511  9.42046647]]","[[7.91124483]
 [5.06033637]
 [5.03725035]
 ...
 [1.6658524 ]
 [0.05142891]
 [0.95296202]]",1.420086819948321
140,PSEE7,PCA,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.66011406  0.30302368]
 [ 0.65488929  0.29722685]
 [ 0.64928204  0.2882642 ]
 ...
 [-0.57712117  0.00289067]
 [-0.57631387  0.02673636]
 [-0.57723515  0.04425999]]","[[5.61840547]
 [5.73062125]
 [7.96395554]
 ...
 [6.00548751]
 [4.06058133]
 [4.73535139]]",1.274753814258411
141,PSEE7,Isomap,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.9596922  -0.43814611]
 [ 0.93510151 -0.41183433]
 [ 0.9107791  -0.38500047]
 ...
 [-0.75590346  0.33222859]
 [-0.77884093  0.36027767]
 [-0.8042927   0.38108915]]","[[4.4505944 ]
 [3.10779205]
 [3.92054997]
 ...
 [5.55216321]
 [4.00944138]
 [4.66648375]]",1.1203069234766985
142,PSEE7,TruncatedSVD,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.09999202  0.02565218]
 [ 0.11312474  0.03859752]
 [ 0.12753038  0.05384483]
 ...
 [ 1.32708677 -0.22157846]
 [ 1.3224497  -0.23491609]
 [ 1.32265798 -0.24179513]]","[[3.27315347]
 [3.10421782]
 [5.91763485]
 ...
 [7.13392883]
 [5.57694987]
 [5.48555881]]",1.272088189699351
143,PSEE7,TSNE,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ -2.03142803 -53.4417017 ]
 [ -1.22205411 -52.47547377]
 [ -0.37473464 -51.45309137]
 ...
 [ -0.67830947  46.25934685]
 [  0.40445634  47.28514156]
 [  1.16518418  48.33399696]]","[[0.00954301]
 [0.05293718]
 [0.07470816]
 ...
 [0.12421943]
 [0.01426593]
 [0.02384068]]",0.03272992358494889
144,PSEE7,UMAP,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[-0.38564581  6.32812679]
 [-0.87350566  6.14049566]
 [-1.03058533  6.10057194]
 ...
 [ 5.70539035 16.03749179]
 [ 5.94101222 15.76185852]
 [ 6.25150218 15.24669924]]","[[8.54773778]
 [8.59954148]
 [5.37860176]
 ...
 [2.52734318]
 [2.35761794]
 [3.71958884]]",1.5698045062894768
145,PSEH7,PCA,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[-0.24024852 -0.32625348]
 [-0.25869247 -0.33213415]
 [-0.27855632 -0.33509679]
 ...
 [ 0.53865631  0.15847799]
 [ 0.54208942  0.13135448]
 [ 0.53930852  0.10766488]]","[[6.35036097]
 [3.59888889]
 [7.00785934]
 ...
 [7.06041508]
 [7.62818928]
 [7.66975042]]",1.6967042740872247
146,PSEH7,Isomap,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.24055097 -0.55184485]
 [ 0.26124713 -0.54279682]
 [ 0.28156326 -0.53485532]
 ...
 [-0.60192319  0.6422436 ]
 [-0.59410798  0.64846768]
 [-0.58473365  0.64751559]]","[[ 5.39010389]
 [ 4.47607557]
 [ 5.58756117]
 ...
 [15.46569135]
 [11.9464669 ]
 [ 9.57288444]]",1.7069925960795787
147,PSEH7,TruncatedSVD,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.06218095  0.07806109]
 [ 0.06268578  0.09978706]
 [ 0.06391749  0.12374521]
 ...
 [ 0.89615628 -0.30290444]
 [ 0.89030248 -0.31163324]
 [ 0.8857241  -0.31214323]]","[[5.02228102]
 [3.61875749]
 [5.4638612 ]
 ...
 [8.13857599]
 [7.83745229]
 [7.94550502]]",1.6365295158835447
148,PSEH7,TSNE,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 40.82449837   0.51714492]
 [ 40.39845421   1.5371312 ]
 [ 39.96172295   2.62470645]
 ...
 [-43.57124386 -18.62164921]
 [-44.73179077 -18.12903959]
 [-45.80908222 -17.85091324]]","[[0.04852705]
 [0.03695997]
 [0.07017253]
 ...
 [0.16618672]
 [0.02683679]
 [0.08391175]]",0.5135340519353562
149,PSEH7,UMAP,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[-0.68818041  7.72313242]
 [-1.19666648  7.77614091]
 [-1.3454619   7.85048494]
 ...
 [11.74670192 13.10214912]
 [11.94608749 12.99276012]
 [12.08843865 12.87772422]]","[[9.34824984]
 [5.95570672]
 [7.08414839]
 ...
 [1.5997162 ]
 [2.66792445]
 [2.32610785]]",1.6475135379191446
150,PSHE7,PCA,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.63279172  0.23099327]
 [ 0.6277533   0.2166884 ]
 [ 0.6223155   0.19798494]
 ...
 [-0.59605823 -0.04226509]
 [-0.59398664 -0.01701356]
 [-0.59562054 -0.00880978]]","[[3.99432423]
 [3.23504548]
 [6.44792036]
 ...
 [6.33571371]
 [3.72284801]
 [6.02734113]]",1.5467743372465794
151,PSHE7,Isomap,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.68972371  0.52488418]
 [ 0.67608392  0.48957157]
 [ 0.67353175  0.46152242]
 ...
 [-0.63865643 -0.16672088]
 [-0.64647129 -0.16306212]
 [-0.64630105 -0.1136787 ]]","[[ 5.43812905]
 [ 1.96978665]
 [ 3.89794492]
 ...
 [10.93188077]
 [17.28831077]
 [20.14250571]]",1.3971215561191719
152,PSHE7,TruncatedSVD,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.09664078  0.04737244]
 [ 0.10886113  0.06648938]
 [ 0.12245293  0.08869346]
 ...
 [ 1.33781648 -0.1079318 ]
 [ 1.33040214 -0.12511775]
 [ 1.33278054 -0.1251016 ]]","[[1.35792198]
 [4.11881562]
 [5.38665213]
 ...
 [7.45367906]
 [4.25948636]
 [6.96885381]]",1.6025913201937607
153,PSHE7,TSNE,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[-41.87544479   4.45685469]
 [-41.33065156   3.56092741]
 [-40.7673958    2.58735234]
 ...
 [ 34.5715682   31.17808951]
 [ 34.90380371  29.06458081]
 [ 36.40094757  27.8075633 ]]","[[0.10174505]
 [0.0766995 ]
 [0.03070591]
 ...
 [0.08463306]
 [0.07128433]
 [0.20162518]]",0.5000788472853855
154,PSHE7,UMAP,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 6.50263965  3.98562802]
 [ 6.92051615  3.8321291 ]
 [ 7.02424744  3.77547045]
 ...
 [-4.24027373  0.13126113]
 [-5.92650448  0.70518904]
 [-6.29427333  1.41268433]]","[[8.54793205]
 [6.39350811]
 [7.27246078]
 ...
 [2.06449932]
 [2.34180163]
 [2.34654401]]",1.5297665778942349
155,PSHH7,PCA,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[-0.34899641  0.27061763]
 [-0.36751962  0.25461792]
 [-0.38753998  0.2358497 ]
 ...
 [ 0.48479037 -0.11516689]
 [ 0.49257778 -0.09968712]
 [ 0.4866846  -0.09897386]]","[[4.86441015]
 [3.93652259]
 [5.40184833]
 ...
 [6.73447192]
 [8.06615948]
 [8.95585484]]",1.9148804813004021
156,PSHH7,Isomap,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.36063415  0.31150698]
 [ 0.37608122  0.30187432]
 [ 0.39070256  0.29233215]
 ...
 [-0.64010494 -0.22572573]
 [-0.66351792 -0.1564888 ]
 [-0.6507138  -0.09848726]]","[[ 6.36578656]
 [ 6.70284757]
 [ 6.69148236]
 ...
 [ 5.71060543]
 [10.46324603]
 [12.7309266 ]]",1.8953567731914414
157,PSHH7,TruncatedSVD,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.0431239   0.09822397]
 [ 0.03891753  0.12306066]
 [ 0.03504592  0.1508149 ]
 ...
 [ 0.93453024 -0.10914911]
 [ 0.93229529 -0.12499067]
 [ 0.92830271 -0.12066908]]","[[4.83041408]
 [4.04285678]
 [5.23065703]
 ...
 [6.00506141]
 [8.09569136]
 [8.93610988]]",1.9462241360771508
158,PSHH7,TSNE,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[-23.17562523 -37.83495235]
 [-22.27403783 -38.19077343]
 [-21.30810292 -38.59372768]
 ...
 [  0.22692405  52.87250719]
 [ -0.98231221  51.33579912]
 [ -2.80377494  50.79754868]]","[[0.04790349]
 [0.07461452]
 [0.05164724]
 ...
 [0.11410151]
 [0.04887812]
 [0.11170624]]",0.7075470201798575
159,PSHH7,UMAP,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.24092188  1.40385632]
 [-0.10298942  1.45017591]
 [-0.22858303  1.43067806]
 ...
 [11.38423955  4.02077992]
 [11.01581127  4.50784162]
 [10.60852494  4.70363002]]","[[7.24414752]
 [6.69742378]
 [5.65371544]
 ...
 [1.19159575]
 [0.76056676]
 [0.31065581]]",1.6389470354440352
160,PCEE7,PCA,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.04731267  0.17797248]
 [ 0.02393804  0.17689972]
 [-0.00155044  0.17623533]
 ...
 [ 0.31005188  0.2635985 ]
 [ 0.31703454  0.25968809]
 [ 0.31563692  0.25620499]]","[[ 5.38960083]
 [ 3.49016431]
 [ 4.56771529]
 ...
 [ 8.56860935]
 [ 9.59770891]
 [10.49529865]]",1.7094458948980893
161,PCEE7,Isomap,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.21692482 -0.07800191]
 [ 0.20276833 -0.10599199]
 [ 0.18623475 -0.13666274]
 ...
 [-0.12650057  0.67675374]
 [-0.14627323  0.69631957]
 [-0.15769541  0.71263669]]","[[8.27802751]
 [8.08135915]
 [5.23360134]
 ...
 [8.18489898]
 [6.46704582]
 [8.74882095]]",2.104295286332479
162,PCEE7,TruncatedSVD,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.08878588 -0.04043264]
 [ 0.09887501 -0.06244072]
 [ 0.11082774 -0.08565835]
 ...
 [-0.06079759  0.17300957]
 [-0.0717746   0.17304816]
 [-0.0776063   0.16645068]]","[[5.42946471]
 [2.24868392]
 [5.16642538]
 ...
 [7.4861624 ]
 [6.17360855]
 [5.04692526]]",1.7147600872003144
163,PCEE7,TSNE,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[-17.78649454   4.839413  ]
 [-16.48010224   4.14616807]
 [-15.3710141    3.27682057]
 ...
 [  1.6661446   44.30045444]
 [  2.06760016  45.42260445]
 [  2.23002802  46.42486134]]","[[2.831969  ]
 [2.85741542]
 [4.1775842 ]
 ...
 [0.17457653]
 [0.05056265]
 [0.10695395]]",0.6642138855305602
164,PCEE7,UMAP,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[-0.07039619  6.64984946]
 [-0.45097705  7.00726731]
 [-0.57782473  7.1176252 ]
 ...
 [ 3.07331379 -5.81039961]
 [ 3.22164795 -5.74642702]
 [ 3.30204569 -5.71099229]]","[[ 9.94512738]
 [19.92775174]
 [ 9.75146291]
 ...
 [ 3.46287519]
 [ 3.70869476]
 [ 3.71165568]]",1.4607993572033255
165,PCEH7,PCA,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.16630123 -0.09833174]
 [ 0.14724961 -0.12374301]
 [ 0.12565307 -0.14707082]
 ...
 [-0.04893737  0.0984201 ]
 [-0.03636455  0.06933142]
 [-0.03194272  0.0381713 ]]","[[11.9309814 ]
 [22.64443213]
 [15.1267413 ]
 ...
 [ 3.21126182]
 [ 5.1597899 ]
 [ 7.90384171]]",2.086728077063012
166,PCEH7,Isomap,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.27197725  0.07038312]
 [ 0.24644479  0.06492344]
 [ 0.24121941  0.04678673]
 ...
 [-0.10385163  0.12101858]
 [-0.06941373  0.10907386]
 [-0.03642219  0.09867632]]","[[11.81739356]
 [19.31805718]
 [19.62461631]
 ...
 [12.86601526]
 [15.36635993]
 [14.36899786]]",2.0625099660273367
167,PCEH7,TruncatedSVD,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 0.08443219 -0.07146829]
 [ 0.10064704 -0.09877816]
 [ 0.1193579  -0.12441684]
 ...
 [ 0.33049109  0.10592107]
 [ 0.31702764  0.07941353]
 [ 0.31103167  0.04976737]]","[[7.31306702]
 [5.74386362]
 [7.00770647]
 ...
 [4.1819961 ]
 [4.00145197]
 [7.24583689]]",1.9749261669453666
168,PCEH7,TSNE,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[-14.73441863  33.05640221]
 [-15.88367299  31.0107619 ]
 [-16.95534765  28.90463134]
 ...
 [ 19.34270086  -8.49228792]
 [ 19.11489178  -6.39908932]
 [ 18.66780291  -4.35145556]]","[[0.09524713]
 [0.00285622]
 [0.04876823]
 ...
 [0.32980295]
 [0.7389572 ]
 [0.18613506]]",0.7484492911283924
169,PCEH7,UMAP,"[[0.05   0.05  ]
 [0.0725 0.05  ]
 [0.095  0.05  ]
 ...
 [0.905  0.95  ]
 [0.9275 0.95  ]
 [0.95   0.95  ]]","[[ 4.08354411  5.28453596]
 [ 3.52224898  5.65943102]
 [ 3.35900409  5.86626458]
 ...
 [-2.54710782  0.91751694]
 [-2.03407759  1.09609681]
 [-1.42276045  1.41215957]]","[[11.84698977]
 [ 3.36438681]
 [ 3.07345171]
 ...
 [ 0.66659838]
 [ 0.1515069 ]
 [ 1.57246006]]",1.4318579111735672
